capacity_DC,SiteCity,SiteState,SiteZip_5_digit,FacilityType,dateinservice
2,Dennis,Massachusetts,02639,Residential (3 or fewer dwelling units per building),2/2/2006
2.4,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),8/11/2006
1.19,Tisbury,Massachusetts,02568,Residential (3 or fewer dwelling units per building),1/25/2006
2.912,Walpole,Massachusetts,02032,Residential (3 or fewer dwelling units per building),4/13/2006
3.45,Sandwich,Massachusetts,02644,Residential (3 or fewer dwelling units per building),7/13/2006
2.45,Monterey,Massachusetts,01245,Residential (3 or fewer dwelling units per building),2/16/2006
2.4,Wendell,Massachusetts,01379,Residential (3 or fewer dwelling units per building),12/11/2006
3.45,Falmouth,Massachusetts,02540,Residential (3 or fewer dwelling units per building),2/24/2006
3.5,Wellfleet,Massachusetts,02667,Residential (3 or fewer dwelling units per building),12/20/2005
4.2,Westford,Massachusetts,01886,Residential (3 or fewer dwelling units per building),5/24/2006
1.7,Chilmark,Massachusetts,02535,Residential (3 or fewer dwelling units per building),1/2/2006
3.92,Shutesbury,Massachusetts,01072,Other,8/21/2006
3.33,Winthrop,Massachusetts,02152,Residential (3 or fewer dwelling units per building),7/22/2006
3.6,Wendell,Massachusetts,01380,Residential (3 or fewer dwelling units per building),5/1/2006
2.912,Norwell,Massachusetts,02061,Residential (3 or fewer dwelling units per building),7/14/2006
2.52,Pembroke,Massachusetts,02655,Residential (3 or fewer dwelling units per building),5/15/2006
2.86,Somerville,Massachusetts,02143,Residential (3 or fewer dwelling units per building),6/1/2006
4.83,Marion,Massachusetts,02738,Residential (3 or fewer dwelling units per building),3/29/2006
3.45,Truro,Massachusetts,02666,Residential (3 or fewer dwelling units per building),6/26/2006
6.08,Newton,Massachusetts,02462,Residential (3 or fewer dwelling units per building),6/13/2006
1.768,Conway,Massachusetts,01341,Residential (3 or fewer dwelling units per building),9/11/2007
3.936,Acushnet,Massachusetts,02743,Residential (3 or fewer dwelling units per building),12/1/2006
3.45,Brewster,Massachusetts,02631,Commercial / Office,9/21/2006
2.76,Pepperell,Massachusetts,01463,Residential (3 or fewer dwelling units per building),9/1/2006
3.74,Rehoboth,Massachusetts,02769,Residential (3 or fewer dwelling units per building),5/24/2006
3.808,Adams,Massachusetts,01220,Commercial / Office,10/6/2006
2.912,Framingham,Massachusetts,01701,Residential (3 or fewer dwelling units per building),5/1/2006
10.56,Great Barrington,Massachusetts,01230,College / University,11/21/2005
1,Sheffield,Massachusetts,01257,Agricultural,3/15/2006
30.78,Springfield,Massachusetts,01105,College / University,2/15/2006
3.63,Easthampton,Massachusetts,01027,Residential (3 or fewer dwelling units per building),NULL
2.28,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),1/6/2006
3.45,Falmouth,Massachusetts,02556,Residential (3 or fewer dwelling units per building),3/2/2006
8,Greenfield,Massachusetts,01301,Mixed use (commercial & residential),3/23/2006
3.52,Barnstable,Massachusetts,02630,Residential (3 or fewer dwelling units per building),5/10/2006
3.3,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),5/1/2006
2.31,Harvard,Massachusetts,01451,Residential (3 or fewer dwelling units per building),10/3/2006
10,Harvard,Massachusetts,01451,Commercial / Office,10/1/2006
1.21,Stockbridge,Massachusetts,01262,Residential (3 or fewer dwelling units per building),5/22/2006
11.86,Clinton,Massachusetts,01510,Other,6/23/2006
2.912,Yarmouth,Massachusetts,02673,Residential (3 or fewer dwelling units per building),1/18/2007
1.15,Wendell,Massachusetts,01379,Residential (3 or fewer dwelling units per building),10/4/2006
0.96,Wilbraham,Massachusetts,01095,Residential (3 or fewer dwelling units per building),3/23/2006
0.96,West Springfield,Massachusetts,01089,Residential (3 or fewer dwelling units per building),4/14/2006
3.52,Westminster,Massachusetts,01473,Residential (3 or fewer dwelling units per building),3/7/2006
2.85,Sunderland,Massachusetts,01375,Agricultural,3/24/2006
2.672,Truro,Massachusetts,02666,Residential (3 or fewer dwelling units per building),NULL
2.3,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),9/14/2006
2.645,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),9/14/2006
4.75,Provincetown,Massachusetts,02657,Other,1/20/2006
1.9,Montague,Massachusetts,01351,Residential (3 or fewer dwelling units per building),4/26/2006
0.48,Scituate,Massachusetts,02066,Residential (3 or fewer dwelling units per building),7/28/2007
2.76,Newton,Massachusetts,02465,Residential (3 or fewer dwelling units per building),7/17/2006
4.095,Falmouth,Massachusetts,02540,Residential (3 or fewer dwelling units per building),12/29/2008
1.08,Williamstown,Massachusetts,01267,Residential (3 or fewer dwelling units per building),7/11/2006
2.91,Norfolk,Massachusetts,02056,Residential (3 or fewer dwelling units per building),9/28/2006
2.28,Easthampton,Massachusetts,01027,Residential (3 or fewer dwelling units per building),4/29/2006
3.78,Barnstable,Massachusetts,02635,Residential (3 or fewer dwelling units per building),4/1/2006
2.52,Barnstable,Massachusetts,02668,Residential (3 or fewer dwelling units per building),7/6/2006
2.99,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),9/9/2006
2.415,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),9/1/2006
2.53,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),9/16/2006
2.99,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),8/14/2006
5.06,Northampton,Massachusetts,01062,Commercial / Office,10/1/2006
3.6,Truro,Massachusetts,02666,Residential (3 or fewer dwelling units per building),9/28/2006
3.78,Mashpee,Massachusetts,02649,Residential (3 or fewer dwelling units per building),4/19/2006
2.912,Weymouth,Massachusetts,02191,Residential (3 or fewer dwelling units per building),9/7/2006
2.912,Marshfield,Massachusetts,02059,Residential (3 or fewer dwelling units per building),8/10/2006
4.912,Monterey,Massachusetts,01245,Residential (3 or fewer dwelling units per building),10/8/2006
4.08,Edgartown,Massachusetts,02539,Residential (3 or fewer dwelling units per building),4/27/2006
13.34,Weymouth,Massachusetts,02190,Other,6/1/2006
0.102,Framingham,Massachusetts,01702,Residential (3 or fewer dwelling units per building),8/16/2006
3.45,Hawley,Massachusetts,01339,Residential (3 or fewer dwelling units per building),7/19/2006
9.6,North Andover,Massachusetts,01845,Agricultural,11/30/2006
9.24,Weston,Massachusetts,02493,School (K-12),8/31/2006
2.76,Yarmouth,Massachusetts,02673,Residential (3 or fewer dwelling units per building),6/15/2006
5.6,Leverett,Massachusetts,01054,Residential (3 or fewer dwelling units per building),2/12/2007
9.8,Newburyport,Massachusetts,01950,Other,8/14/2006
5.32,Amherst,Massachusetts,01002,Commercial / Office,10/27/2006
4.455,Winchester,Massachusetts,01890,Residential (3 or fewer dwelling units per building),7/31/2006
2.4,Williamstown,Massachusetts,01267,Municipal / Government / Public,8/1/2006
2.53,Becket,Massachusetts,01223,Residential (3 or fewer dwelling units per building),10/24/2006
10.35,Granby,Massachusetts,01033,Commercial / Office,9/16/2006
3.68,Granby,Massachusetts,01033,Residential (3 or fewer dwelling units per building),8/1/2006
9.6,Brewster,Massachusetts,02631,Agricultural,10/20/2006
2.04,Williamsburg,Massachusetts,01039,Residential (3 or fewer dwelling units per building),8/27/2006
3.5,Richmond,Massachusetts,02154,Residential (3 or fewer dwelling units per building),11/29/2006
2.28,Pelham,Massachusetts,01002,Residential (3 or fewer dwelling units per building),5/13/2006
3.45,Brockton,Massachusetts,02301,Residential (3 or fewer dwelling units per building),8/1/2006
2.992,Tewksbury,Massachusetts,01876,Residential (3 or fewer dwelling units per building),8/28/2007
2.07,Greenfield,Massachusetts,01301,College / University,9/26/2006
2.76,Webster,Massachusetts,01570,Residential (3 or fewer dwelling units per building),5/22/2006
2.76,Webster,Massachusetts,01570,Residential (3 or fewer dwelling units per building),5/22/2006
1.38,Webster,Massachusetts,01570,Residential (3 or fewer dwelling units per building),5/22/2006
5,Plymouth,Massachusetts,02360,Residential (3 or fewer dwelling units per building),6/20/2007
2.4,Edgartown,Massachusetts,02539,Residential (3 or fewer dwelling units per building),6/22/2006
1.52,West Tisbury,Massachusetts,02575,Residential (3 or fewer dwelling units per building),4/21/2006
1.224,Barnstable,Massachusetts,02562,Residential (3 or fewer dwelling units per building),9/14/2006
2.28,Florida,Massachusetts,01247,Residential (3 or fewer dwelling units per building),5/11/2006
2.16,Monterey,Massachusetts,01245,Residential (3 or fewer dwelling units per building),7/19/2006
10.2,Petersham,Massachusetts,01366,College / University,7/11/2007
3.68,Townsend,Massachusetts,01469,Residential (3 or fewer dwelling units per building),7/1/2006
0.22,Fairhaven,Massachusetts,02719,Residential (3 or fewer dwelling units per building),9/18/2006
2.912,Yarmouth,Massachusetts,02673,Residential (3 or fewer dwelling units per building),9/6/2006
2.912,Lynn,Massachusetts,01902,Residential (3 or fewer dwelling units per building),10/1/2006
3.5,Newbury,Massachusetts,01951,Agricultural,10/26/2006
2.912,Saugus,Massachusetts,01906,Residential (3 or fewer dwelling units per building),9/22/2006
0.44,Dartmouth,Massachusetts,02747,Residential (3 or fewer dwelling units per building),NULL
0.22,Fairhaven,Massachusetts,02719,Residential (3 or fewer dwelling units per building),NULL
0.22,Fairhaven,Massachusetts,02719,Residential (3 or fewer dwelling units per building),NULL
0.44,Mattapoisett,Massachusetts,02739,Residential (3 or fewer dwelling units per building),12/31/2006
0.22,New Bedford,Massachusetts,02744,Residential (3 or fewer dwelling units per building),NULL
0.22,New Bedford,Massachusetts,02744,Residential (3 or fewer dwelling units per building),NULL
0.48,Cambridge,Massachusetts,02139,Residential (3 or fewer dwelling units per building),2/2/2007
0.44,Carver,Massachusetts,02366,Residential (3 or fewer dwelling units per building),NULL
0.22,Wareham,Massachusetts,02576,Residential (3 or fewer dwelling units per building),NULL
0.22,Westport,Massachusetts,02790,Residential (3 or fewer dwelling units per building),NULL
21,Brookline,Massachusetts,02445,Hospital / Health Care,9/12/2006
66.33,Wareham,Massachusetts,02571,Multi-family residential (4 or more dwelling units per building),NULL
18,Hatfield,Massachusetts,01038,Commercial / Office,8/22/2006
21.12,Wellfleet,Massachusetts,02667,Other,11/3/2006
34.32,Northampton,Massachusetts,01060,Commercial / Office,4/14/2008
3.45,Townsend,Massachusetts,01469,Residential (3 or fewer dwelling units per building),6/1/2006
2.53,Boxford,Massachusetts,01921,Residential (3 or fewer dwelling units per building),8/22/2006
2.16,Monterey,Massachusetts,01245,Mixed use (commercial & residential),7/21/2006
1.888,Hopkinton,Massachusetts,01748,Residential (3 or fewer dwelling units per building),1/2/2007
2.64,Springfield,Massachusetts,01109,Residential (3 or fewer dwelling units per building),7/26/2006
50.16,Needham,Massachusetts,02492,Hospital / Health Care,2/15/2006
0.48,Scituate,Massachusetts,02066,Residential (3 or fewer dwelling units per building),7/30/2007
0.22,Fall River,Massachusetts,02720,Residential (3 or fewer dwelling units per building),NULL
1.54,Westport,Massachusetts,02748,Agricultural,1/2/2007
2.76,Townsend,Massachusetts,01469,Residential (3 or fewer dwelling units per building),6/1/2006
0.88,Westport,Massachusetts,02790,Agricultural,NULL
0.22,Fall River,Massachusetts,02720,Residential (3 or fewer dwelling units per building),NULL
3.68,Deerfield,Massachusetts,01373,Residential (3 or fewer dwelling units per building),8/9/2006
2.8,Great Barrington,Massachusetts,01230,Residential (3 or fewer dwelling units per building),9/14/2006
0.88,Marion,Massachusetts,02738,Residential (3 or fewer dwelling units per building),NULL
10.56,Lowell,Massachusetts,01852,Municipal / Government / Public,NULL
1.2,Gill,Massachusetts,01354,Residential (3 or fewer dwelling units per building),10/24/2006
3.45,Greenfield,Massachusetts,01376,Residential (3 or fewer dwelling units per building),5/15/2006
3.15,Worcester,Massachusetts,01604,Residential (3 or fewer dwelling units per building),7/29/2006
0.22,Marion,Massachusetts,02738,Residential (3 or fewer dwelling units per building),NULL
3.33,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),10/1/2006
3.12,Needham,Massachusetts,02492,Residential (3 or fewer dwelling units per building),9/26/2006
6.48,Needham,Massachusetts,02492,Residential (3 or fewer dwelling units per building),9/26/2006
2.28,Egremont,Massachusetts,01252,Residential (3 or fewer dwelling units per building),7/25/2006
3.84,West Newbury,Massachusetts,01905,Residential (3 or fewer dwelling units per building),8/6/2007
1.495,Eastham,Massachusetts,02642,Residential (3 or fewer dwelling units per building),8/22/2006
0.22,New Bedford,Massachusetts,02745,Residential (3 or fewer dwelling units per building),NULL
7.92,Lincoln,Massachusetts,01773,Other,3/28/2007
9.9,Topsfield,Massachusetts,01983,Other,11/17/2006
3.22,Natick,Massachusetts,01760,Other,10/8/2006
5.98,Natick,Massachusetts,01760,Other,10/8/2006
1.495,Falmouth,Massachusetts,02536,Residential (3 or fewer dwelling units per building),8/15/2006
3.52,Mashpee,Massachusetts,02649,Residential (3 or fewer dwelling units per building),3/5/2007
2.07,Falmouth,Massachusetts,02540,Residential (3 or fewer dwelling units per building),8/15/2006
9.9,Northampton,Massachusetts,01060,School (K-12),1/26/2007
2.75,North Andover,Massachusetts,01845,Residential (3 or fewer dwelling units per building),8/21/2006
2.53,Pittsfield,Massachusetts,01201,Residential (3 or fewer dwelling units per building),8/4/2006
2.53,Bellingham,Massachusetts,02019,Residential (3 or fewer dwelling units per building),8/28/2006
2.53,Lunenburg,Massachusetts,01462,Residential (3 or fewer dwelling units per building),8/2/2006
2.76,Palmer,Massachusetts,01080,Residential (3 or fewer dwelling units per building),9/19/2006
0.44,Fairhaven,Massachusetts,02719,Religious,NULL
1.8,Alford,Massachusetts,01266,Residential (3 or fewer dwelling units per building),12/8/2006
3.6,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),10/16/2006
30,Middlefield,Massachusetts,01243,Commercial / Office,NULL
17.2,Lawrence,Massachusetts,01840,Other,11/8/2007
9.6,Waltham,Massachusetts,02452,School (K-12),8/11/2006
23.625,Somerville,Massachusetts,02143,College / University,7/27/2006
70.2,Boston,Massachusetts,02122,Mixed use (commercial & residential),NULL
59.04,Randolph,Massachusetts,02368,Industrial,10/25/2006
117.4,Boston,Massachusetts,02210,Industrial,7/1/2006
3.2,Brockton,Massachusetts,02301,Residential (3 or fewer dwelling units per building),7/15/2007
121.44,Lawrence,Massachusetts,01843,Commercial / Office,12/28/2006
55.08,North Adams,Massachusetts,01247,Other,5/17/2007
460.35,Brockton,Massachusetts,02302,Municipal / Government / Public,10/1/2006
17.13,Falmouth,Massachusetts,02540,School (K-12),6/3/2011
36.43,Brockton,Massachusetts,02301,School (K-12),6/25/2008
67.5,Milton,Massachusetts,02186,School (K-12),12/21/2010
1.76,Fairhaven,Massachusetts,02719,School (K-12),NULL
